target_id,name,country_resident,red,green,blue
936,pink,us,253,143,148
902,crimson,nz,139,29,30
1044,orange,gb,214,76,18
932,pink,us,179,93,146
1098,blue,us,77,109,247
914,pink,gb,194,88,110
1128,pink,us,246,53,254
748,dark yellow,us,196,174,94
931,purple,us,171,96,156
1068,blue,us,64,84,202
780,aqua,us,142,248,223
696,green,us,59,79,11
605,forest green,us,0,56,59
1117,pink,gb,255,63,196
882,turquoise,us,70,223,218
806,brown,us,146,80,27
964,lilac,gb,218,153,218
980,mint,us,23,255,222
688,brown,us,117,52,47
1011,lime green,us,90,168,0
599,brown,us,57,49,2
911,dark magenta,us,125,33,99
763,light blue,ir,149,177,216
578,grey,us,153,181,169
1102,fuschia,us,192,68,198
1086,pink,us,226,100,203
1084,purple,us,194,115,233
687,maroon,us,117,51,53
1057,purple,au,214,148,253
961,purple,us,172,166,245
822,rose,us,142,73,117
983,violet,us,61,27,115
968,pink,nz,247,144,171
1041,neon pink,gb,219,64,92
840,green,us,112,163,70
783,pastel pink,us,255,216,255
596,brown,us,77,38,28
1066,red,us,199,0,45
534,black,us,28,28,28
675,maroon,us,63,1,27
976,green,us,119,255,166
896,indigo,gb,40,7,78
773,yellow,au,244,231,139
891,pink,gb,238,184,237
1060,pink,us,255,131,206
998,violet,us,142,66,148
757,turquoise,us,97,191,180
601,dark green,us,34,54,26
727,green,us,35,136,130
912,purple,gb,131,29,88
554,brown,us,91,66,63
1080,red,us,255,88,64
1124,magenta,us,222,0,197
807,orange,us,140,84,14
650,light blue,us,154,144,172
1014,azure,us,72,152,235
585,cream,us,246,226,205
708,purple,us,107,54,88
854,sky blue,us,94,154,203
578,mint,us,153,181,169
672,pink,us,225,193,208
590,white,us,213,232,239
614,mauve,au,130,85,88
764,lavender,us,163,173,216
735,lavender,us,131,115,159
1064,navy,nz,68,3,133
911,maroon,gb,125,33,99
893,pink,us,254,180,218
990,,gb,178,47,57
793,plum,us,66,34,91
865,gold,us,255,185,122
871,yellow,gb,212,206,86
905,blue,gb,54,65,139
908,purple,us,103,48,123
912,magenta,us,131,29,88
560,blue grey,us,55,75,85
795,dark purple,gb,77,28,82
771,yellow,us,255,226,146
664,blue,us,152,214,198
746,tan,us,217,165,112
930,purple,us,162,100,165
897,dark purple,us,50,0,73
1132,purple,us,127,0,255
663,pastel green,us,157,214,189
804,brown,gb,155,72,50
937,salmon,gb,255,143,137
804,rust,us,155,72,50
634,brown,gb,181,138,139
1013,blue,us,0,156,234
769,pink,us,217,159,178
660,yellow,us,201,206,147
679,navy blue,gb,22,23,65
834,light brown,gb,183,143,44
558,teal,us,57,76,69
898,dark purple,us,55,0,69
642,green,gb,114,159,127
822,dusty purple,us,142,73,117
598,brown,us,65,46,7
891,light pink,us,238,184,237
659,yellow,us,212,203,145
976,sea foam green,us,119,255,166
649,grey,au,142,147,175
787,red,us,98,16,28
686,reddish brown,us,117,51,60
733,dusty blue,us,97,124,164
982,blue,gb,36,36,122
594,brown,au,76,37,46
565,brown,us,138,119,104
540,gray,us,175,175,175
625,blue,us,46,106,107
713,brick,gb,171,105,95
755,teal,us,108,191,160
876,lime green,gb,124,222,155
1027,yellow,us,179,217,3
778,seafoam,us,156,248,201
877,sea green,us,108,223,171
895,indigo,us,24,14,84
632,mauve,us,121,86,107
582,gray,us,182,172,182
992,orange,us,174,56,17
1002,pink,gb,173,47,99
1073,magenta,us,167,36,151
1079,coral,us,255,84,91
1053,fuchsia,gb,209,68,136
727,teal,us,35,136,130
625,sea green,us,46,106,107
586,lemon,gb,235,230,196
808,brown,us,133,87,0
676,maroon,us,64,1,21
680,purple,nz,41,16,58
628,blue,gb,74,99,124
765,pale purple,us,182,168,211
1072,purple,us,157,45,164
756,plava,us,100,191,172
792,purple,gb,55,38,96
1029,lime,gb,110,227,99
813,dusty blue,us,0,104,149
1016,lavender,us,148,137,228
1023,pink,us,230,108,145
999,,gb,152,60,138
670,lilac,gb,206,197,225
608,blue,au,25,51,75
855,blue,gb,112,150,204
596,brown,us,77,38,28
967,pink,us,243,145,181
891,lilac,us,238,184,237
941,orange,gb,242,154,79
667,blue,gb,163,209,225
705,grape,us,84,62,109
721,olive,au,110,131,56
787,red,us,98,16,28
1049,purple,us,162,93,193
854,light blue,us,94,154,203
1105,neon pink,us,229,28,142
632,purple,us,121,86,107
1100,dark pink,us,157,88,222
878,cyan,us,100,223,180
854,cyan,gb,94,154,203
978,green,us,73,255,200
1131,purple,gb,199,9,250
825,dusty rose,us,208,125,137
1090,neon green,gb,49,233,55
911,magenta,us,125,33,99
647,sky blue,gb,114,155,172
606,emerald green,us,0,55,66
646,dark teal,au,103,157,166
1099,light purple,us,128,98,235
864,baby pink,us,205,125,145
548,black,us,16,31,26
936,coral,us,253,143,148
997,purple,us,131,71,156
598,brown,us,65,46,7
599,brown,us,57,49,2
613,purple,gb,74,37,54
888,grey,au,199,194,255
1016,purple,us,148,137,228
1095,orange,au,242,0,86
743,pink,us,226,158,146
550,black,us,12,30,40
849,teal,gb,0,166,177
813,teal,gb,0,104,149
843,turqouise,us,50,168,123
595,brown,us,78,37,38
827,red,us,211,124,120
689,brown,au,114,56,32
680,wine,us,41,16,58
859,lavender,us,170,135,191
957,blue,us,54,187,244
1063,blue,us,41,22,141
569,sage,us,101,128,127
822,mor,us,142,73,117
988,rosa,gb,176,45,86
971,pale yellow,us,241,235,75
533,black,us,0,0,0
676,burgundy,us,64,1,21
883,turqoise,gb,67,222,227
843,green,us,50,168,123
651,lavender,us,165,141,165
923,emerald green,gb,42,141,47
1041,raspberry,gb,219,64,92
808,brown,gb,133,87,0
620,green,us,95,101,51
571,grey,us,119,122,136
930,lilac,gb,162,100,165
940,orange,au,249,150,94
900,red,us,140,22,55
1005,salmon,us,238,107,105
878,mint,us,100,223,180
869,yellow,us,228,201,89
560,green,us,55,75,85
1069,purple,us,106,73,193
689,brown,gb,114,56,32
913,grape,us,135,26,77
619,green,us,106,97,47
1034,blue,au,49,58,163
578,aqua,us,153,181,169
831,orange,us,204,132,75
1119,purple,us,99,0,194
779,green,us,150,248,209
807,brown,us,140,84,14
740,pink,us,166,105,121
1039,magenta,gb,133,0,124
788,red,us,98,18,18
755,mint,gb,108,191,160
981,turquoise,us,0,255,235
979,teal,us,53,255,212
696,forest green,us,59,79,11
1013,blue,gb,0,156,234
946,yellow,nz,195,177,1
607,blue,gb,5,53,72
1088,pink,us,248,87,163
1060,pink,us,255,131,206
1028,green,gb,146,223,64
986,purple,gb,90,0,97
1086,baby pink,us,226,100,203
800,maroon,us,154,69,88
1061,green,nz,161,254,46
997,purple,au,131,71,156
1135,blue,gb,0,0,0
581,grey,au,172,174,186
897,purple,us,50,0,73
960,lilac,gb,151,171,249
912,brown,gb,131,29,88
891,pink,us,238,184,237
1135,indigo,us,0,0,0
690,brown,us,109,59,24
644,teal,us,100,160,147
1103,magenta,us,205,57,183
873,green,gb,187,213,100
1092,indigo,au,91,32,175
593,gray,us,241,225,228
744,peach,us,225,160,128
571,gray,us,119,122,136
704,indigo,us,62,68,115
655,pink,us,238,191,181
975,lime,us,152,253,137
600,forest green,us,47,52,12
599,,gb,57,49,2
1048,purple,us,148,99,202
1117,bright pink,gb,255,63,196
901,red,us,140,24,42
761,blue,gb,114,185,211
535,black,us,49,49,49
587,white,us,219,234,203
836,mustard,gb,166,150,30
1073,magenta,gb,167,36,151
744,orange,us,225,160,128
1045,blue,au,0,125,220
864,pink,us,205,125,145
1130,electric blue,gb,61,0,225
1012,green,gb,47,171,52
1114,violet,gb,207,100,254
709,mauve,gb,111,52,81
623,forest green,us,56,106,89
613,maroon,gb,74,37,54
931,mauve,gb,171,96,156
831,orange,us,204,132,75
1058,purple,us,234,140,237
863,pink,us,202,126,154
778,seafoam green,us,156,248,201
1041,fuscia,us,219,64,92
797,purple,gb,87,22,71
697,forest green,us,45,81,26
969,yellow,us,255,228,80
765,lavender,us,182,168,211
1069,purple,us,106,73,193
805,brown,nz,151,76,38
853,turquoise,us,71,157,201
918,orange,gb,196,92,57
862,rose,gb,195,128,166
1006,orange,us,238,109,88
815,blue,us,55,98,152
1023,pink,us,230,108,145
867,tangerine,us,248,193,104
888,lilac,gb,199,194,255
867,orange,us,248,193,104
1081,orange,gb,255,97,20
961,violet,us,172,166,245
805,orange,us,151,76,38
1027,lime green,us,179,217,3
662,mint,gb,165,213,177
541,light grey,au,202,202,201
934,rose,us,191,88,121
1081,orange,us,255,97,20
1116,purple,gb,244,76,218
1019,light purple,au,197,121,200
834,yellow,us,183,143,44
827,orange,au,211,124,120
783,pink,gb,255,216,255
1056,lime,us,52,202,56
850,sky blue,au,0,165,185
966,pink,us,236,147,196
643,green,gb,105,160,138
1022,pink,us,226,110,158
957,blue,us,54,187,244
658,taupe,gb,223,199,149
1042,blood orange,us,220,65,74
704,navy,us,62,68,115
887,sky,us,117,213,255
828,peach,us,212,125,110
662,seafoam,us,165,213,177
968,pink,us,247,144,171
1136,yellow,au,0,0,0
763,blue,us,149,177,216
839,sage green,us,132,159,50
971,yellow,us,241,235,75
980,mint,us,23,255,222
888,blue,us,199,194,255
1013,blue,us,0,156,234
540,grey,au,175,175,175
886,sky blue,gb,97,216,255
1073,dark magenta,us,167,36,151
781,turquoise,us,139,248,231
1024,yellow,us,255,189,41
1088,pink,us,248,87,163
768,pink,gb,212,160,187
783,pink,us,255,216,255
589,mint green,gb,203,236,233
544,plum,us,45,21,25
796,purple,gb,82,25,78
607,blue,us,5,53,72
896,dark purple,us,40,7,78
635,light brown,us,183,138,130
985,dark purple,us,83,9,103
1118,blue,gb,55,32,206
607,blue,us,5,53,72
553,black,gb,43,22,33
1093,purple,us,112,7,165
1002,magenta,us,173,47,99
708,purple,us,107,54,88
538,gray,us,122,122,122
821,rose,us,135,76,125
1071,purple,gb,144,55,175
790,royal blue,us,0,49,103
949,,us,155,188,39
666,blue,gb,153,212,218
671,pink,us,218,194,217
545,brown,us,42,24,12
984,dark purple,us,75,18,108
1053,bright pink,gb,209,68,136
1080,red,us,255,88,64
561,grey,us,69,71,88
559,forest green,us,53,76,77
718,olive green,us,143,121,43
791,navy blue,gb,37,43,100
1071,purple,us,144,55,175
808,brown,us,133,87,0
1000,magenta,us,161,55,126
613,maroon,us,74,37,54
1109,blue,us,60,75,229
1063,royal blue,us,41,22,141
875,light green,us,146,220,136
1109,blue,gb,60,75,229
674,maroon,gb,62,2,32
554,brown,us,91,66,63
543,white,gb,255,255,255
1036,violet,us,103,38,147
932,magenta,gb,179,93,146
991,red,us,177,50,43
919,ochre,us,191,96,42
1125,blue,us,62,64,250
894,peach,us,255,178,206
765,violet,gb,182,168,211
784,maroon,us,95,16,53
1101,lilac,gb,174,79,212
571,grey,gb,119,122,136
955,aquamarine,gb,0,199,162
1072,magenta,us,157,45,164
845,turquoise,gb,15,168,139
1006,orange,gb,238,109,88
718,brown,us,143,121,43
668,blue,us,179,205,228
864,pink,au,205,125,145
839,green,us,132,159,50
955,teal,us,0,199,162
578,green,gb,153,181,169
1119,royal purple,gb,99,0,194
786,maroon,us,98,13,37
1049,purple,us,162,93,193
825,pink,gb,208,125,137
1127,light purple,us,149,3,220
750,green,us,173,181,97
572,rose,gb,130,119,131
665,baby blue,us,151,213,209
877,green,us,108,223,171
961,periwinkle,us,172,166,245
858,lilac,us,160,138,197
539,grey,au,148,149,148
551,black,au,26,27,43
1105,pink,gb,229,28,142
774,yellow,us,229,236,141
771,cream,gb,255,226,146
630,dusty purple,us,104,91,122
806,burnt orange,gb,146,80,27
935,salmon,gb,251,143,159
1073,purple,us,167,36,151
538,grey,gb,122,122,122
944,yellow,us,217,168,35
829,salmon,us,211,126,98
844,jade,gb,36,168,131
1000,magenta,au,161,55,126
826,salmon,us,210,124,128
773,yellow,us,244,231,139
1006,salmon,us,238,109,88
1026,,gb,236,200,0
1076,rosa,gb,193,0,102
621,moss green,au,79,104,64
765,lavendar,us,182,168,211
1077,hot pink,us,255,81,128
1060,pink,us,255,131,206
547,black,us,22,31,20
841,green,us,93,165,88
1064,violet,us,68,3,133
711,sienna,us,170,104,108
1064,violet,us,68,3,133
644,teal,us,100,160,147
942,orange,us,235,159,65
579,grey,gb,151,181,179
1112,dark purple,us,155,27,193
1109,royal blue,gb,60,75,229
582,purple,gb,182,172,182
1066,red,us,199,0,45
802,brick,us,157,69,70
785,maroon,us,97,14,46
719,green,us,136,123,41
827,rose,us,211,124,120
1041,hot pink,us,219,64,92
686,burgundy,us,117,51,60
1004,red,us,237,106,119
820,purple,us,128,79,132
778,mint,us,156,248,201
1066,red,us,199,0,45
663,turquoise,au,157,214,189
957,azure,au,54,187,244
729,teal,us,33,134,150
1014,cerulean,gb,72,152,235
1006,tangerine,us,238,109,88
736,mauve,gb,139,112,154
1047,lavender,au,125,106,212
920,orange,gb,183,102,25
1134,green,us,0,0,0
906,purple,au,78,58,135
1082,lilac,us,149,129,255
726,teal,us,42,137,122
786,maroon,us,98,13,37
855,blue,us,112,150,204
883,turquoise,us,67,222,227
932,purple,us,179,93,146
716,brown,us,162,112,62
702,blue,us,24,75,114
692,brown,us,95,67,0
562,plum,gb,82,67,83
940,orange,us,249,150,94
678,navy,us,0,28,66
857,lilac,us,148,142,200
570,grey blue,us,106,125,134
732,blue,gb,85,126,163
725,green,us,53,137,110
916,salmon,us,197,88,87
758,blue,gb,95,190,187
1036,purple,us,103,38,147
846,teal,us,0,168,147
880,mint,us,86,223,197
1011,green,gb,90,168,0
891,pink,us,238,184,237
895,blue,gb,24,14,84
549,black,us,10,31,33
873,green,us,187,213,100
944,mustard,us,217,168,35
1105,magenta,us,229,28,142
830,green,gb,209,129,87
1122,purple,au,186,58,231
849,blue,au,0,166,177
868,pastel yellow,us,239,197,97
1135,blue,us,0,0,0
914,salmon,au,194,88,110
1118,royal blue,gb,55,32,206
659,yellow,us,212,203,145
968,pink,us,247,144,171
1001,pink,us,168,50,111
1014,light blue,us,72,152,235
1058,pink,gb,234,140,237
1012,green,us,47,171,52
1026,yellow,us,236,200,0
697,dark green,us,45,81,26
802,brown,nz,157,69,70
1112,purple,au,155,27,193
1091,blue,us,51,48,186
995,purple,us,101,82,172
973,lime green,gb,212,243,87
718,grey,au,143,121,43
1098,blue,gb,77,109,247
899,pink,gb,138,23,66
557,green,us,64,75,60
759,aqua,us,98,188,201
1026,yellow,us,236,200,0
905,blue,us,54,65,139
887,light blue,us,117,213,255
1120,bright purple,us,134,86,255
857,light purple,us,148,142,200
1078,coral,gb,255,81,111
1077,pink,us,255,81,128
1053,pink,us,209,68,136
1084,purple,us,194,115,233
920,orange,us,183,102,25
847,turquoise,au,0,168,158
1128,pink,gb,246,53,254
617,brown,us,125,89,58
957,blue,us,54,187,244
907,purple,us,93,52,129
1108,blue,au,47,0,160
1115,pink,gb,230,86,236
600,olive green,us,47,52,12
641,green,us,131,157,111
761,light blue,us,114,185,211
840,green,us,112,163,70
552,black,us,37,23,40
583,off white,gb,188,171,174
1111,purple,gb,139,44,204
1129,fuchsia,us,255,30,232
995,purple,us,101,82,172
714,brown,us,169,107,78
897,dark purple,us,50,0,73
641,green,us,131,157,111
670,pink,gb,206,197,225
560,grey,gb,55,75,85
820,purple,us,128,79,132
965,pink,gb,227,149,208
539,grey,us,148,149,148
589,light blue,nz,203,236,233
1055,orange,us,255,147,0
1129,pink,us,255,30,232
732,blue,us,85,126,163
676,brown,us,64,1,21
924,blue,us,29,128,191
1083,light purple,us,178,120,244
689,brown,gb,114,56,32
845,green,gb,15,168,139
969,yellow,au,255,228,80
702,midnight blue,us,24,75,114
1075,magenta,us,187,0,118
964,light pink,us,218,153,218
1067,red,gb,197,0,22
908,purple,us,103,48,123
771,peach,us,255,226,146
659,light yellow,au,212,203,145
549,black,gb,10,31,33
780,turquoise,us,142,248,223
591,grey,us,226,229,239
559,teal,us,53,76,77
863,red,au,202,126,154
952,green,us,68,198,122
782,teal,gb,136,248,241
914,coral,us,194,88,110
996,purple,us,120,76,164
801,pink,us,156,69,80
893,pink,us,254,180,218
594,maroon,us,76,37,46
624,teal,gb,49,106,97
1010,orange,us,211,130,0
639,yellow,gb,159,150,96
819,purple,us,119,82,138
930,grape,gb,162,100,165
957,blue,us,54,187,244
834,yellow,us,183,143,44
674,maroon,us,62,2,32
853,cyan,gb,71,157,201
769,pink,us,217,159,178
1026,yellow,us,236,200,0
1006,coral,us,238,109,88
954,bluegreen,us,0,199,152
1138,pink,gb,0,0,0
553,dark purple,gb,43,22,33
962,lilac,gb,189,161,237
588,mint,us,204,237,221
876,sea green,us,124,222,155
759,teal,us,98,188,201
863,rose,au,202,126,154
805,brown,us,151,76,38
557,dark green,gb,64,75,60
881,aqua,us,76,223,207
890,pink,gb,222,188,249
853,sky blue,gb,71,157,201
1059,pink,us,247,136,222
695,green,us,68,77,0
838,chartreuse,us,145,156,37
958,light blue,us,94,182,248
939,orange,us,253,146,108
1134,lime,gb,0,0,0
807,orange,us,140,84,14
636,tan,us,182,139,119
930,lavendar,us,162,100,165
607,grey,us,5,53,72
770,pink,us,220,158,172
724,kelly green,us,59,137,104
1114,magenta,nz,207,100,254
611,purple,us,64,40,67
1089,pink,us,255,83,147
1051,magenta,us,189,80,170
837,olive,us,157,153,30
879,turquoise,us,93,223,189
843,green,au,50,168,123
661,lime green,us,183,211,159
950,lime green,us,129,193,70
732,blue,us,85,126,163
667,blue,us,163,209,225
1064,purple,gb,68,3,133
663,cyan,us,157,214,189
1089,hot pink,us,255,83,147
870,yellow,us,219,204,86
644,green,us,100,160,147
1107,pink,nz,252,124,255
756,mint green,gb,100,191,172
594,maroon,us,76,37,46
551,black,us,26,27,43
947,chartreuse,us,186,180,0
558,grey green,gb,57,76,69
691,brown,gb,105,62,17
739,purple,us,163,105,127
963,lilac,gb,201,158,230
978,cyan,us,73,255,200
1082,lilac,gb,149,129,255
759,aquamarine,us,98,188,201
746,sand,us,217,165,112
985,purple,us,83,9,103
886,bright blue,au,97,216,255
1113,dark magenta,us,171,0,180
782,light blue,nz,136,248,241
942,orange,us,235,159,65
757,turquoise,gb,97,191,180
1051,purple,us,189,80,170
1084,lilac,us,194,115,233
745,beige,us,221,163,119
587,green,us,219,234,203
1030,green,us,55,230,134
843,green,gb,50,168,123
1086,magenta,us,226,100,203
795,purple,us,77,28,82
979,teal,us,53,255,212
1107,pink,us,252,124,255
548,green,us,16,31,26
703,blue,us,42,73,115
791,navy,gb,37,43,100
605,green,us,0,56,59
924,blue,gb,29,128,191
774,light yellow,us,229,236,141
1133,red,nz,0,0,0
593,cream,us,241,225,228
554,brown,us,91,66,63
618,ochre,gb,116,94,51
834,orange,us,183,143,44
678,navy blue,gb,0,28,66
542,eggshell,us,229,229,229
705,purple,us,84,62,109
996,purple,gb,120,76,164
741,peach,us,223,158,159
724,green,us,59,137,104
1138,magenta,gb,0,0,0
1116,hot pink,gb,244,76,218
614,brown,us,130,85,88
873,chartreuse,nz,187,213,100
737,violet,nz,147,110,149
783,pink,gb,255,216,255
1090,green,gb,49,233,55
1003,coral,us,234,107,132
802,maroon,us,157,69,70
852,blue,us,47,160,198
631,mauve,gb,114,88,116
711,salmon,us,170,104,108
794,purple,au,72,31,86
1029,lime,us,110,227,99
820,light purple,us,128,79,132
603,green,gb,13,56,44
567,green,gb,114,126,106
727,green,us,35,136,130
581,grey,au,172,174,186
1099,blue,us,128,98,235
1016,lilac,gb,148,137,228
591,blue grey,us,226,229,239
550,black,gb,12,30,40
884,turquoise,us,70,220,237
718,,us,143,121,43
933,hot pink,us,187,90,132
1025,yellow,us,250,194,14
865,pale orange,gb,255,185,122
997,purple,gb,131,71,156
1066,red,us,199,0,45
796,purple,us,82,25,78
1131,purple,us,199,9,250
585,cream,us,246,226,205
885,blue,us,81,218,249
878,cyan,gb,100,223,180
995,violet,us,101,82,172
1026,yellow,gb,236,200,0
1023,coral,us,230,108,145
1120,periwinkle,us,134,86,255
642,army green,us,114,159,127
640,pea green,us,147,153,99
1061,yellow green,us,161,254,46
880,teal,us,86,223,197
541,white,au,202,202,201
875,light green,us,146,220,136
661,light green,gb,183,211,159
748,yellow,au,196,174,94
1027,lime green,us,179,217,3
937,pink,us,255,143,137
793,blue,au,66,34,91
858,lilac,us,160,138,197
592,white,us,235,226,234
678,navy,us,0,28,66
898,purple,us,55,0,69
796,maroon,gb,82,25,78
648,gray blue,us,127,151,174
775,yellow,us,219,238,145
602,dark green,us,21,56,38
922,green,au,74,138,11
810,green,au,57,109,20
891,pink,us,238,184,237
1115,pink,us,230,86,236
657,beige,us,232,195,159
1073,maroon,gb,167,36,151
671,grey,gb,218,194,217
1052,pink,us,199,74,156
1030,bright green,us,55,230,134
854,blue,nz,94,154,203
999,magenta,us,152,60,138
633,aubergine,nz,127,85,96
611,purple,us,64,40,67
644,green,us,100,160,147
634,mauve,us,181,138,139
535,black,gb,49,49,49
1032,pink,us,255,172,255
1069,purple,us,106,73,193
1038,purple,us,124,16,133
1081,orange,gb,255,97,20
675,maroon,us,63,1,27
906,purple,us,78,58,135
565,brown,gb,138,119,104
769,pink,us,217,159,178
708,plum,us,107,54,88
955,aqua,us,0,199,162
1132,purple,us,127,0,255
948,lime,us,171,184,14
686,maroon,us,117,51,60
585,beige,us,246,226,205
1054,pink,us,213,65,122
760,sky blue,us,104,187,207
1025,yellow,us,250,194,14
962,lilac,us,189,161,237
934,pink,gb,191,88,121
961,periwinkle,gb,172,166,245
758,teal,us,95,190,187
883,light teal,us,67,222,227
791,dark blue,us,37,43,100
725,dark green,us,53,137,110
920,orange,us,183,102,25
710,maroon,us,114,51,74
1038,purple,us,124,16,133
887,blue,us,117,213,255
704,dusty blue,us,62,68,115
763,periwinkle,us,149,177,216
753,green,us,122,190,143
749,mustard,us,189,177,93
896,violet,us,40,7,78
1108,blue,us,47,0,160
981,blue,gb,0,255,235
979,cyan,au,53,255,212
813,blue,gb,0,104,149
652,mauve,us,172,139,156
787,dark red,us,98,16,28
930,magenta,us,162,100,165
781,green,us,139,248,231
955,turquoise,us,0,199,162
781,cyan,us,139,248,231
731,blue,us,59,131,159
1060,bubblegum,us,255,131,206
865,yellow,us,255,185,122
919,orange,us,191,96,42
1136,yellow,us,0,0,0
550,dark blue,us,12,30,40
984,purple,us,75,18,108
822,purple,us,142,73,117
823,pink,us,148,70,106
865,peach,gb,255,185,122
558,forest green,gb,57,76,69
883,teal,us,67,222,227
730,blue,au,45,133,155
1013,blue,gb,0,156,234
871,orange,gb,212,206,86
844,green,gb,36,168,131
566,gray,us,128,123,98
954,zelena,us,0,199,152
951,green,us,104,196,96
587,white,us,219,234,203
597,brown,gb,71,42,17
579,slate,us,151,181,179
734,dusky blue,gb,111,120,164
898,purple,gb,55,0,69
1134,neon green,gb,0,0,0
723,dark green,us,69,136,95
944,mustard,us,217,168,35
795,purple,au,77,28,82
626,green,au,48,105,116
984,purple,us,75,18,108
750,green,gb,173,181,97
645,teal,us,98,159,158
788,red brown,us,98,18,18
1072,purple,us,157,45,164
582,periwinkle,us,182,172,182
702,blue,gb,24,75,114
1126,purple,us,119,43,234
1091,blue,us,51,48,186
626,ocean blue,us,48,105,116
1123,dark pink,gb,207,33,215
1020,salmon pink,us,208,117,189
846,teal,gb,0,168,147
1042,red,us,220,65,74
946,yellow,gb,195,177,1
638,brown,gb,169,146,100
1037,purple,us,114,29,140
900,maroon,us,140,22,55
1017,blue,us,168,131,220
909,purple,us,111,43,117
753,mint green,us,122,190,143
741,pink,us,223,158,159
1011,green,us,90,168,0
1024,gold,gb,255,189,41
913,magenta,us,135,26,77
1089,pink,us,255,83,147
1100,purple,us,157,88,222
984,purple,us,75,18,108
807,red,au,140,84,14
707,plum,us,97,57,100
827,salmon pink,gb,211,124,120
690,brown,us,109,59,24
603,green,us,13,56,44
752,lime green,gb,149,187,116
1020,pink,us,208,117,189
846,turquoise,us,0,168,147
602,green,us,21,56,38
887,blue,us,117,213,255
909,purple,au,111,43,117
1001,pink,us,168,50,111
699,teal,gb,0,84,57
866,orange,us,255,188,113
682,eggplant,us,48,12,53
1057,white,gb,214,148,253
620,army green,us,95,101,51
888,lilac,us,199,194,255
706,purple,us,91,60,104
764,periwinkle,us,163,173,216
1025,yellow,us,250,194,14
1025,yellow,us,250,194,14
764,light purple,us,163,173,216
628,blue,us,74,99,124
915,salmon,us,196,87,99
714,light brown,au,169,107,78
824,pink,gb,152,69,97
578,mint,us,153,181,169
830,peach,gb,209,129,87
676,burgundy,gb,64,1,21
1097,red,gb,239,31,29
727,teal,gb,35,136,130
911,purple,gb,125,33,99
988,cerise,gb,176,45,86
639,tan,us,159,150,96
868,yellow,gb,239,197,97
832,orange,gb,199,135,65
886,sky blue,us,97,216,255
752,green,us,149,187,116
994,blue,us,72,90,177
597,brown,us,71,42,17
824,mauve,nz,152,69,97
816,blue,au,82,93,151
674,maroon,us,62,2,32
649,grey,gb,142,147,175
936,peach,us,253,143,148
1016,blue,us,148,137,228
933,pink,us,187,90,132
550,black,gb,12,30,40
691,brown,gb,105,62,17
782,cyan,us,136,248,241
1028,lime green,us,146,223,64
837,olive,us,157,153,30
543,,gb,255,255,255
945,mustard,au,205,173,17
685,black,nz,58,5,41
793,dark purple,nz,66,34,91
1111,purple,us,139,44,204
928,purple,us,139,108,181
580,baby blue,gb,159,178,185
869,yellow,us,228,201,89
547,brown,gb,22,31,20
614,brown,us,130,85,88
1086,magenta,us,226,100,203
634,pink,us,181,138,139
1066,red,us,199,0,45
841,green,gb,93,165,88
586,beige,au,235,230,196
1047,purple,us,125,106,212
943,gold,us,226,164,51
935,rose,us,251,143,159
1094,pink,us,239,2,105
1136,neon yellow,us,0,0,0
623,sea foam green,us,56,106,89
703,blue,us,42,73,115
867,orange,gb,248,193,104
533,black,us,0,0,0
1107,pink,us,252,124,255
546,black,au,33,28,8
740,pink,gb,166,105,121
929,lilac,us,150,104,174
1033,blue,gb,31,0,101
593,light pink,us,241,225,228
651,lilac,us,165,141,165
1038,purple,us,124,16,133
820,purple,gb,128,79,132
782,aqua,nz,136,248,241
803,crimson,us,157,70,61
826,salmon,us,210,124,128
1115,magenta,gb,230,86,236
1029,green,us,110,227,99
928,light purple,gb,139,108,181
760,pale blue,gb,104,187,207
1133,,gb,0,0,0
851,sky blue,au,0,163,193
729,dark teal,gb,33,134,150
1070,purple,us,129,63,183
1009,orange,us,221,124,21
637,tan,us,178,142,109
1029,green,us,110,227,99
967,pink,us,243,145,181
834,yellow,us,183,143,44
565,tan,us,138,119,104
536,gray,us,72,72,72
663,teal,gb,157,214,189
771,pale orange,us,255,226,146
981,,gb,0,255,235
1034,,au,49,58,163
744,peach,us,225,160,128
784,purple,au,95,16,53
729,blue,us,33,134,150
715,brown,us,166,110,70
782,teal,us,136,248,241
1010,yellow orange,us,211,130,0
1010,orange,gb,211,130,0
919,orange,au,191,96,42
833,mustard,us,191,139,54
1045,blue,us,0,125,220
743,peach,us,226,158,146
1000,magenta,us,161,55,126
956,cyan,us,0,190,240
766,lavender,us,190,166,207
1003,pink,us,234,107,132
676,maroon,gb,64,1,21
760,light blue,us,104,187,207
1102,purple,us,192,68,198
1096,red,us,243,7,60
799,magenta,us,93,18,59
895,dark blue,gb,24,14,84
907,violet,au,93,52,129
558,forest green,gb,57,76,69
537,gray,us,97,97,97
1021,pink,au,217,113,175
859,mauve,us,170,135,191
1114,purple,gb,207,100,254
961,lavender,us,172,166,245
1045,blue,nz,0,125,220
945,mustard,au,205,173,17
543,white,gb,255,255,255
1124,hot pink,us,222,0,197
606,blue,us,0,55,66
1067,red,us,197,0,22
1083,lilac,au,178,120,244
847,blue,us,0,168,158
612,grape,us,70,39,60
573,mauve,gb,137,118,122
972,yellow,us,227,239,79
533,black,gb,0,0,0
1056,neon green,gb,52,202,56
569,grey,us,101,128,127
647,denim,us,114,155,172
